Unnamed: 0,CHK_ACCT,Duration,Credit History,Credit Amount,Balance in Savings A/C,Employment,Install_rate,Marital status,Present Resident,Age,Other installment,Num_Credits,Job,Credit classification,Credit Rating,kfold
865,0,18,2,0.3741308828477535,1,2,1,0,4,0.34144002131489304,1,3,1,0,1,1
866,1,24,4,0.37421643214050704,1,3,3,1,3,0.34465330972735314,0,1,1,0,1,1
867,1,36,2,0.3755213085036229,1,0,3,3,4,0.34181819093076593,0,2,1,1,0,1
868,0,36,3,0.371676270155856,1,3,2,3,1,0.33712787535535405,0,2,1,0,1,1
869,1,36,4,0.3738783146724781,4,0,2,2,2,0.33878461744725724,0,1,1,1,0,1
870,0,36,2,0.3772446165364117,1,3,4,3,4,0.33712787535535405,0,2,1,0,1,1
871,1,24,4,0.3742679661266545,0,1,3,0,4,0.3392810405265025,0,1,1,0,1,1
872,1,24,2,0.3707823688567813,1,2,4,3,2,0.3459016192610386,0,2,3,1,0,1
873,0,36,4,0.376768220467032,4,2,3,3,4,0.3456664097071358,0,1,1,0,1,1
874,0,12,2,0.3717270922521368,1,0,4,3,4,0.3431910908111629,1,2,3,1,0,1
875,0,9,4,0.369870082920042,1,1,3,3,2,0.33878461744725724,0,1,0,0,1,1
876,0,15,4,0.3710308701891719,1,1,4,0,1,0.34542435085076645,0,1,1,1,0,1
877,0,20,2,0.3744099133604251,1,2,1,0,4,0.33712787535535405,0,2,1,1,0,1
878,0,18,4,0.3743042746738955,1,0,2,3,3,0.3443799326500556,0,1,1,0,1,1
879,1,30,4,0.3730378500245535,4,2,2,0,4,0.33771074028991616,0,1,1,1,0,1
880,0,12,4,0.3711422076729134,1,0,4,0,4,0.3397535150166297,0,1,1,1,0,1
881,0,8,2,0.3666098626202725,1,2,4,3,4,0.3456664097071358,0,2,3,1,0,1
882,1,18,3,0.3721918917990468,4,2,4,3,2,0.3443799326500556,0,2,1,1,0,1
883,1,45,2,0.3746648265559093,2,4,3,3,4,0.33878461744725724,0,1,1,1,0,1
884,0,36,4,0.3771205942509291,1,3,2,3,1,0.33712787535535405,0,1,1,0,1,1
885,3,12,4,0.3730708879256101,1,0,3,2,1,0.33712787535535405,0,1,1,1,0,1
886,0,12,4,0.373751227662274,1,0,2,3,2,0.3397535150166297,0,1,3,1,0,1
887,1,24,2,0.3747911477585341,1,1,2,0,4,0.33771074028991616,1,1,3,0,1,1
888,0,12,4,0.3686957353600081,1,0,2,3,2,0.3344058248343126,0,1,0,1,0,1
889,1,24,4,0.3750494455151017,4,2,2,0,4,0.3443799326500556,0,1,1,1,0,1
890,0,20,2,0.3718491727063776,1,0,4,2,2,0.34144002131489304,1,2,1,0,1,1
891,3,9,4,0.3667093135411904,1,0,3,0,2,0.3392810405265025,0,1,3,0,1,1
892,2,24,4,0.3692691656193732,1,1,4,2,2,0.3392810405265025,0,1,1,1,0,1
893,1,11,2,0.3695342235501001,3,0,4,0,4,0.3438057220293414,0,2,1,1,0,1
894,3,15,4,0.37201757690534026,1,1,2,0,3,0.33771074028991616,0,1,3,0,1,1
895,2,15,1,0.3703155475274814,2,2,4,3,4,0.34181819093076593,1,1,3,1,0,1
896,0,18,4,0.3712391282992165,4,3,2,2,4,0.3365101139409041,0,2,3,1,0,1
897,2,18,4,0.37356616730608383,1,2,4,3,4,0.3456664097071358,1,3,1,1,0,1
898,0,24,2,0.3697392457022481,2,3,4,3,1,0.3382620256541887,0,2,1,1,0,1
899,2,18,3,0.3717232085905886,1,0,4,2,2,0.3392810405265025,0,1,1,0,1,1
900,2,18,4,0.3712546633411336,1,1,4,0,4,0.3365101139409041,0,1,1,0,1,1
901,2,24,4,0.3700337227297274,2,1,4,2,3,0.34144002131489304,0,1,1,1,0,1
902,2,18,4,0.3702112160734529,1,1,4,2,1,0.34465330972735314,0,1,3,0,1,1
903,1,30,2,0.3717464470168062,4,2,4,3,4,0.34253071065961543,0,2,1,1,0,1
904,2,15,4,0.3737275797991686,1,2,4,0,2,0.3471863981609548,1,1,0,1,0,1
905,0,6,4,0.3786217109149391,1,2,1,3,4,0.3495577466134833,1,1,0,0,1,1
906,1,27,2,0.3723465300601158,0,0,4,3,2,0.3365101139409041,0,2,3,0,1,1
907,3,24,4,0.3693028374487475,0,0,3,0,3,0.34775908412850337,0,1,3,1,0,1
908,2,48,4,0.37487362363283455,1,4,3,3,2,0.34144002131489304,1,1,0,0,1,1
909,2,12,4,0.3686695779858093,1,0,3,2,2,0.33878461744725724,0,2,1,1,0,1
910,1,9,2,0.3688948956052195,1,2,2,3,4,0.34286699087144074,0,3,3,1,0,1
911,2,24,3,0.3723756793204988,1,2,4,3,4,0.3456664097071358,0,2,3,0,1,1
912,2,36,4,0.3737565784083813,1,2,4,3,2,0.3392810405265025,0,1,1,1,0,1
913,0,9,4,0.369678878363798,1,3,3,3,4,0.3481189515336097,0,1,1,1,0,1
914,2,24,2,0.3724914356158581,1,2,4,2,3,0.34542435085076645,0,2,1,1,0,1
915,2,24,1,0.3702868561233677,1,3,4,3,4,0.346352815412462,1,1,1,1,0,1
916,3,21,4,0.3729463120171394,2,0,1,0,1,0.3392810405265025,1,1,0,1,0,1
917,1,12,4,0.3713830102162448,1,3,3,3,4,0.3402040022840905,0,1,1,1,0,1
918,1,12,4,0.3764000576270707,4,4,1,0,2,0.33712787535535405,0,1,2,1,0,1
919,2,36,3,0.3776380132105892,1,2,2,3,2,0.34517508014159337,0,2,1,1,0,1
920,2,18,2,0.3709643166721199,1,0,4,0,2,0.3392810405265025,0,2,1,1,0,1
921,2,30,2,0.3728183829173665,1,0,4,0,2,0.34144002131489304,0,1,1,1,0,1
922,2,18,2,0.3686564347424255,1,4,4,0,4,0.34910775274979705,0,2,2,1,0,1
923,1,18,2,0.37091116086326587,1,2,3,0,4,0.3459016192610386,1,2,3,1,0,1
924,0,11,2,0.3741050560083677,1,0,1,3,2,0.3438057220293414,0,2,3,1,0,1
925,1,9,4,0.37329838008485305,4,0,1,0,2,0.34144002131489304,0,1,3,1,0,1
926,2,24,4,0.3693766378268706,1,2,4,3,1,0.34253071065961543,0,1,0,1,0,1
927,2,36,2,0.3759814616239316,1,2,4,3,4,0.34181819093076593,0,2,0,1,0,1
928,2,21,3,0.37304050503061065,1,0,3,3,2,0.3392810405265025,1,2,3,1,0,1
929,1,15,4,0.37015496300307343,2,0,4,3,2,0.3358536211828917,0,1,1,1,0,1
930,3,30,2,0.3738211612206763,4,2,4,3,4,0.3461303165564136,1,2,3,1,0,1
931,2,15,3,0.3737555089596745,1,1,1,0,2,0.34542435085076645,0,2,3,1,0,1
932,1,6,4,0.3667651259767469,1,0,2,0,3,0.3489515831180964,0,1,1,1,0,1
933,2,18,2,0.37394862406155294,1,1,3,1,2,0.3421814165124942,0,2,0,1,0,1
934,2,12,4,0.3671047466997031,1,2,4,3,4,0.3431910908111629,0,1,1,1,0,1
935,2,15,4,0.3697525326060075,4,0,4,2,2,0.3438057220293414,0,1,1,1,0,1
936,2,15,4,0.3675304857000848,4,1,4,0,1,0.33712787535535405,0,1,1,1,0,1
937,1,24,2,0.37280986960757095,4,3,4,3,3,0.34181819093076593,0,2,1,1,0,1
938,1,30,2,0.376788578720425,1,3,2,3,2,0.3461303165564136,0,1,1,0,1,1
939,2,36,4,0.37637126618283867,4,2,3,3,2,0.34286699087144074,0,2,1,1,0,1
940,0,21,4,0.3739314423022972,4,3,2,3,2,0.33712787535535405,0,1,3,1,0,1
941,2,24,2,0.3703947338175353,1,2,4,3,4,0.3471863981609548,0,2,1,1,0,1
942,2,24,3,0.3721023339463731,0,0,4,3,2,0.3449182069595081,0,2,1,1,0,1
943,2,12,4,0.3675993106017675,4,0,4,0,2,0.3351539346427997,0,1,1,1,0,1
944,2,13,4,0.3698280500814016,2,4,2,0,4,0.3489515831180964,0,1,1,1,0,1
945,2,18,0,0.3743150873012922,1,0,2,3,2,0.34253071065961543,1,2,1,0,1,1
946,2,24,4,0.3737842619056505,2,2,2,3,4,0.3406342426867164,0,2,1,0,1,1
947,1,6,4,0.36434092521271705,1,3,3,2,3,0.3392810405265025,1,1,3,1,0,1
948,2,30,4,0.3710823231850893,4,2,4,3,4,0.3479410895948148,0,1,1,1,0,1
949,2,15,2,0.3709929883027831,1,2,4,3,4,0.34542435085076645,0,2,1,1,0,1
950,2,15,2,0.3700244711880712,1,0,4,3,4,0.3421814165124942,0,2,1,1,0,1
951,2,12,4,0.3707646816927511,1,3,3,0,4,0.3406342426867164,0,1,3,1,0,1
952,2,24,4,0.3771227182373264,4,0,2,1,4,0.3459016192610386,0,1,1,1,0,1
953,1,21,4,0.3741403960038822,4,3,2,3,3,0.3421814165124942,0,1,1,1,0,1
954,2,48,3,0.3781409740198396,0,3,4,3,1,0.34286699087144074,0,1,0,1,0,1
955,2,36,3,0.37649226913544254,0,3,2,0,4,0.3438057220293414,0,2,1,1,0,1
956,2,10,4,0.3702492263784485,1,0,3,3,2,0.3406342426867164,0,1,3,1,0,1
957,2,24,4,0.3721405047652385,0,2,3,3,2,0.3421814165124942,1,2,1,0,1,1
958,2,28,1,0.3765559007290887,4,1,3,3,4,0.3438057220293414,1,2,1,1,0,1
959,2,12,2,0.3678423242190792,4,2,4,3,4,0.34910775274979705,0,4,1,1,0,1
960,2,4,4,0.3655586132505645,1,1,1,0,3,0.3365101139409041,0,1,3,1,0,1
961,2,42,4,0.3762574879583259,4,3,2,2,4,0.3397535150166297,0,1,1,1,0,1
962,2,6,2,0.3707747990434085,1,2,2,2,2,0.3402040022840905,0,2,1,1,0,1
963,2,24,4,0.376363908773446,1,0,1,3,4,0.34465330972735314,0,1,3,1,0,1
964,2,24,4,0.376551586522242,1,3,3,3,3,0.3431910908111629,0,1,0,1,0,1
965,2,15,4,0.3718228253554042,0,0,2,0,4,0.3344058248343126,0,1,1,1,0,1
966,2,15,2,0.3734754099642367,1,0,4,3,2,0.3392810405265025,0,1,1,1,0,1
967,0,16,2,0.3725131977071051,1,2,2,3,4,0.34465330972735314,1,1,1,0,1,1
968,2,10,4,0.3718019851471079,1,0,2,3,2,0.33771074028991616,1,1,3,0,1,1
969,2,27,2,0.37462428726303176,3,1,4,3,2,0.34104578678506664,1,2,3,1,0,1
970,3,6,2,0.36960722983019106,1,2,1,3,4,0.34542435085076645,0,2,1,1,0,1
971,2,12,4,0.3728578317611228,4,4,4,3,4,0.3431910908111629,0,1,0,1,0,1
972,2,12,4,0.3721284047109612,4,2,4,3,3,0.346352815412462,0,1,1,1,0,1
973,2,24,2,0.3755237502543672,3,0,4,3,2,0.33878461744725724,0,2,1,1,0,1
974,2,9,2,0.3691740803448304,1,0,3,3,1,0.3402040022840905,0,2,1,1,0,1
975,2,10,4,0.3676445688762404,4,3,4,0,3,0.3438057220293414,0,1,1,1,0,1
976,2,18,4,0.3760575163289307,4,0,2,3,4,0.3495577466134833,0,2,1,0,1,1
977,2,20,2,0.3736367932546804,4,1,2,1,4,0.3449182069595081,0,2,1,1,0,1
978,2,15,4,0.3737146085563807,4,0,3,3,2,0.3397535150166297,0,1,1,1,0,1
979,2,18,2,0.3689564080722511,4,0,4,3,3,0.3397535150166297,0,2,1,1,0,1
980,2,36,3,0.37700347496678493,4,3,3,3,2,0.3406342426867164,1,1,0,1,0,1
981,2,36,2,0.3775182694873995,4,2,2,3,4,0.3443799326500556,0,2,1,1,0,1
982,2,11,4,0.37167035899928863,3,2,1,1,2,0.3392810405265025,0,1,1,1,0,1
983,2,24,4,0.3678369570042189,4,3,4,3,2,0.3406342426867164,1,1,1,1,0,1
984,2,12,2,0.3680819266902168,4,2,4,3,4,0.3421814165124942,0,2,1,1,0,1
985,2,10,4,0.3728423886623341,2,0,1,3,2,0.34104578678506664,0,1,1,1,0,1
986,2,12,2,0.36477290419763264,0,2,4,3,4,0.3443799326500556,0,2,1,1,0,1
987,2,6,4,0.3695899723067196,0,0,1,1,4,0.3486292836319043,0,1,1,1,0,1
988,2,12,2,0.3734614032103716,1,2,2,3,4,0.3443799326500556,1,1,1,1,0,1
989,2,24,2,0.3714381486801078,1,3,2,3,2,0.3402040022840905,0,2,3,1,0,1
990,2,12,4,0.37368304762182025,4,1,2,3,3,0.34517508014159337,0,1,0,1,0,1
991,2,24,2,0.3760986065321864,4,0,2,3,4,0.34542435085076645,0,2,0,1,0,1
992,2,6,2,0.3702724277306226,1,3,1,0,2,0.33712787535535405,0,2,1,1,0,1
993,2,4,2,0.36997474489760135,1,3,2,3,1,0.3443799326500556,0,3,3,1,0,1
994,2,15,4,0.3717560849123524,4,3,1,0,4,0.34144002131489304,1,1,3,1,0,1
995,2,12,2,0.37372434180477865,4,1,2,3,1,0.34286699087144074,0,2,3,1,0,1
996,2,24,2,0.3742024865413641,4,3,3,3,4,0.34465330972735314,0,2,1,1,0,1
997,2,12,2,0.37038071575633225,3,3,3,0,2,0.3421814165124942,0,1,1,1,0,1
998,2,30,2,0.3760477949424148,4,3,2,3,3,0.34253071065961543,0,2,1,1,0,1
999,2,9,4,0.3737372745999293,2,0,1,3,2,0.3382620256541887,0,1,1,1,0,1
